iter	RMSE
0	0.01847487741
1	0.0184320161
2	0.01836837964
3	0.01836837812
4	0.01821612836
5	0.01816479921
6	0.01810456292
7	0.01809183554
8	0.0180918334
9	0.01807788803
10	0.01793155721
11	0.01790645228
12	0.0179064495
13	0.01789471803
14	0.01787867851
15	0.01787559282
16	0.01783020392
17	0.01782927959
18	0.01779925528
19	0.01776066541
20	0.0177606652
21	0.01776005351
22	0.01776005332
23	0.0176264982
24	0.017626024
25	0.01762602131
26	0.01762601913
27	0.01762401404
28	0.01762401218
29	0.01762091252
30	0.01762091196
31	0.01762091151
32	0.01762091114
33	0.01750048484
34	0.01747212085
35	0.01741441835
36	0.01741441618
37	0.01741441441
38	0.01741441298
39	0.01741441181
40	0.01741441087
41	0.0174144101
42	0.01741030396
43	0.01739866551
44	0.01738842544
45	0.01738842525
46	0.0173884251
47	0.0171686107
48	0.01716736532
49	0.01715074966
50	0.01715074742
51	0.0171507456
52	0.01715074412
53	0.01714735613
54	0.01714735534
55	0.01714735469
56	0.01714735417
57	0.01714658275
58	0.01714658249
59	0.01709436221
60	0.01709436204
61	0.01708901064
62	0.01708901035
63	0.01696998788
64	0.01696998689
65	0.01678121665
66	0.01668898648
67	0.01668774916
68	0.01667243523
69	0.01667243254
70	0.01665556806
71	0.01665416725
72	0.01665416577
73	0.01658739524
74	0.01658739498
75	0.01656227874
76	0.0165613979
77	0.01656139773
78	0.01648987959
79	0.01648987915
80	0.01648950973
81	0.01648950937
82	0.01643420757
83	0.01643420707
84	0.01643420667
85	0.01643420634
86	0.01641543413
87	0.01637901034
88	0.01636795689
89	0.01636795581
90	0.01625042535
91	0.01616133363
92	0.01616133347
93	0.01615177185
94	0.01614114319
95	0.01614114262
96	0.01614114216
97	0.01612144567
98	0.0161109993
99	0.01600226235
100	0.01600226179
101	0.01596057857
102	0.01591950592
103	0.01591950591
104	0.01591842828
105	0.01591842826
106	0.01591250704
107	0.01591250695
108	0.01578060004
109	0.01578059458
110	0.01575316364
111	0.01574579724
112	0.01574579453
113	0.01571989256
114	0.01571989134
115	0.01571988909
116	0.01571988827
117	0.01568514971
118	0.01568514939
119	0.01568514914
120	0.01568514893
121	0.01568059676
122	0.01568002831
123	0.01565387469
124	0.01565387375
125	0.01564565864
126	0.01564565794
127	0.01563260405
128	0.01561571592
129	0.01561571558
130	0.01561571529
131	0.01561571506
132	0.01561571488
133	0.01561571473
134	0.01560921026
135	0.01553182538
136	0.01545970284
137	0.01541402869
138	0.01541402763
139	0.01541402677
140	0.01540849932
141	0.0154011073
142	0.0153978392
143	0.0153978381
144	0.01539783721
145	0.01534806774
146	0.01534806705
147	0.01534806649
148	0.01534462486
149	0.01534114194
150	0.0153411417
151	0.01531383035
152	0.01531370693
153	0.01531370605
154	0.01527147922
155	0.01526837935
156	0.0152174019
157	0.01521351406
158	0.01521252012
159	0.01521240828
160	0.01521240775
161	0.01521240732
162	0.01517650664
163	0.01517118935
164	0.01517118935
165	0.01517118935
166	0.01517118935
167	0.01517118934
168	0.01512097474
169	0.01510248908
170	0.01510248734
171	0.01510245329
172	0.01510245214
173	0.01510245122
174	0.01510195232
175	0.01510195147
176	0.01510195077
177	0.01509756159
178	0.0150761763
179	0.01507617604
180	0.01507617582
181	0.01507617565
182	0.0150643021
183	0.01499361326
184	0.01499361307
185	0.01499361291
186	0.01498911033
187	0.0149891102
188	0.0149888797
189	0.01498887956
190	0.01498887944
191	0.01498597091
192	0.01498216716
193	0.01498216714
194	0.01492473316
195	0.01492473282
196	0.01492473255
197	0.01492473233
198	0.01492473215
199	0.014924732
200	0.01492473189
201	0.01492473179
202	0.01492472888
203	0.01492472881
204	0.01492472876
205	0.01492472871
206	0.01492472868
207	0.01492014068
208	0.01489490907
209	0.0148768918
210	0.01487689009
211	0.01486559903
212	0.01483156557
213	0.01483146229
214	0.01483145612
215	0.01478055312
216	0.01477915135
217	0.01468638899
218	0.01468638877
219	0.01464187588
220	0.01464143039
221	0.0146414301
222	0.01464139304
223	0.01464032789
224	0.01464032784
225	0.0146403278
226	0.01464032777
227	0.01464029415
228	0.01463937191
229	0.01455673646
230	0.01455673625
231	0.01455673607
232	0.01455506557
233	0.01455505893
234	0.01455505876
235	0.01449814986
236	0.01449814983
237	0.01449814981
238	0.01446895709
239	0.01446895694
240	0.01446895682
241	0.01444785781
242	0.0144478577
243	0.01444785761
244	0.01444508765
245	0.01444022775
246	0.0144386528
247	0.0144361753
248	0.01443617524
249	0.01442616238
250	0.0144261622
251	0.01432396173
252	0.01432370751
253	0.01432129026
254	0.01425363997
255	0.0142536379
256	0.01425363622
257	0.0142379096
258	0.01412580114
259	0.01412571702
260	0.01412294676
261	0.01410267417
262	0.01410267405
263	0.01410266765
264	0.01410266758
265	0.01410266752
266	0.01410266747
267	0.01410266743
268	0.0141026674
269	0.01410266737
270	0.01410266735
271	0.01410235425
272	0.01410003996
273	0.01410003996
274	0.01410003996
275	0.01410003996
276	0.01410003996
277	0.01410003996
278	0.01410003996
279	0.01410003996
280	0.01410003996
281	0.01410003996
282	0.01410003996
283	0.0141000398
284	0.0141000398
285	0.0141000398
286	0.0140998221
287	0.01409723335
288	0.01409723214
289	0.01404681184
290	0.01404681184
291	0.01401400783
292	0.01401400772
293	0.01401400762
294	0.01400681143
295	0.01400681136
296	0.01400329481
297	0.0139843215
298	0.01398431938
299	0.01398419586
300	0.01398419444
301	0.01396008854
302	0.01396008636
303	0.01395894665
304	0.01395894578
305	0.01395894508
306	0.01394370798
307	0.01394370796
308	0.01389937612
309	0.01389937533
310	0.01389937469
311	0.01389937417
312	0.01388298767
313	0.01388064931
314	0.01388064861
