iter	Passed	Remaining
694	1812	795
695	1813	792
696	1820	791
697	1823	788
698	1823	785
699	1823	781
700	1825	778
701	1825	774
702	1827	772
703	1828	768
704	1829	765
705	1830	762
706	1830	758
707	1830	754
708	1834	752
709	1834	749
710	1834	745
711	1834	742
712	1835	738
713	1837	736
714	1852	738
715	1870	741
716	1870	738
717	1884	740
718	1887	737
719	1889	734
720	1897	734
721	1899	731
722	1899	727
723	1899	724
724	1900	720
725	1902	718
726	1904	715
727	1908	713
728	1908	709
729	1916	708
730	1916	705
731	1916	701
732	1917	698
733	1926	698
734	1926	694
735	1926	691
736	1926	687
737	1926	684
738	1927	680
739	1931	678
740	1932	675
741	1932	671
742	1940	671
743	1940	667
744	1942	665
745	1943	661
746	1943	658
747	1951	657
748	1951	654
749	1958	652
750	1958	649
751	1960	646
752	1960	643
753	1968	642
754	1968	638
755	1968	635
756	1968	632
757	1969	628
758	1969	625
759	1971	622
760	1971	619
761	1975	616
762	1980	615
763	1981	611
764	1981	608
765	1981	605
766	1982	602
767	1982	598
768	1994	599
769	1995	595
770	2002	594
771	2004	592
772	2010	590
773	2012	587
774	2017	585
775	2017	582
776	2018	579
777	2018	575
778	2022	573
779	2022	570
780	2026	568
781	2026	565
782	2031	562
783	2032	560
784	2034	557
785	2038	555
786	2043	553
787	2043	549
788	2045	547
789	2046	543
790	2085	551
791	2086	547
792	2101	548
793	2105	546
794	2109	543
795	2113	541
796	2130	542
797	2134	540
798	2137	537
799	2138	534
800	2139	531
801	2139	528
802	2139	524
803	2145	523
804	2145	519
805	2153	518
806	2158	516
807	2159	513
808	2163	510
809	2165	507
810	2171	506
811	2175	503
812	2179	501
813	2179	497
814	2181	495
815	2181	491
816	2181	488
817	2183	485
818	2183	482
819	2183	479
820	2183	476
821	2185	473
822	2186	470
823	2188	467
824	2188	464
825	2192	461
826	2198	459
827	2198	456
828	2203	454
829	2205	451
830	2205	448
831	2211	446
832	2213	443
833	2213	440
834	2213	437
835	2214	434
836	2214	431
837	2217	428
838	2220	426
839	2222	423
840	2241	423
841	2241	420
842	2245	418
843	2246	415
844	2252	413
845	2256	410
846	2257	407
847	2257	404
848	2262	402
849	2262	399
850	2276	398
851	2278	395
852	2280	392
853	2282	390
854	2282	387
855	2282	384
856	2299	383
857	2299	380
858	2302	377
859	2302	374
860	2302	371
861	2302	368
862	2303	365
863	2309	363
864	2310	360
865	2318	358
866	2324	356
867	2326	353
868	2326	350
869	2328	347
870	2330	345
871	2333	342
872	2333	339
873	2360	340
874	2362	337
875	2369	335
876	2369	332
877	2394	332
878	2395	329
879	2395	326
880	2395	323
881	2396	320
882	2396	317
883	2403	315
884	2407	312
885	2407	309
886	2414	307
887	2414	304
888	2415	301
889	2419	299
890	2424	296
891	2424	293
892	2428	291
893	2429	288
894	2429	285
895	2431	282
896	2431	279
897	2432	276
898	2432	273
899	2434	270
900	2436	267
901	2436	264
902	2443	262
903	2443	259
904	2443	256
905	2443	253
906	2444	250
907	2444	247
908	2444	244
909	2446	241
910	2448	239
911	2451	236
912	2451	233
913	2452	230
914	2452	227
915	2452	224
916	2454	222
917	2466	220
918	2467	217
919	2467	214
920	2469	211
921	2471	209
922	2471	206
923	2471	203
924	2471	200
925	2473	197
926	2473	194
927	2477	192
928	2478	189
929	2480	186
930	2481	183
931	2481	181
932	2485	178
933	2495	176
934	2496	173
935	2496	170
936	2496	167
937	2498	165
938	2500	162
939	2501	159
940	2503	156
941	2503	154
942	2505	151
943	2505	148
944	2507	145
945	2508	143
946	2508	140
947	2508	137
948	2510	134
949	2510	132
950	2513	129
951	2513	126
952	2513	123
953	2523	121
954	2528	119
955	2529	116
956	2530	113
957	2531	110
958	2531	108
959	2536	105
960	2537	102
961	2538	100
962	2541	97
963	2542	94
964	2543	92
965	2544	89
966	2544	86
967	2546	84
968	2549	81
969	2556	79
970	2556	76
971	2556	73
972	2557	70
973	2557	68
974	2557	65
975	2561	62
976	2561	60
977	2563	57
978	2567	55
979	2574	52
980	2578	49
981	2585	47
982	2586	44
983	2586	42
984	2596	39
985	2598	36
986	2602	34
987	2604	31
988	2608	29
989	2609	26
990	2615	23
991	2617	21
992	2617	18
993	2619	15
994	2625	13
995	2626	10
996	2630	7
997	2630	5
998	2634	2
999	2634	0
